locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,gymnasium,children's_play_area,club_house,lift(s),swimming_pool,landscaped_gardens,rain_water_harvesting,maintenance_staff,jogging_track,sports_facility,car_parking,24_x_7_security,full_power_backup,locality_score,project_score,builder_experience,indoor_games,atm,intercom,school,pincode,multipurpose_room,vaastu_compliant,cafeteria,staff_quarter,hospital,golf_course
Chhapraula,453.0,746000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 453 sqft and is available at a price of Rs. 1,646 per sqft. Its entry is southeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,538.0,738000.0,INR,1.0,1,0,"A plot property is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 538 sqft and is available at a price of Rs. 1,371 per sqft. It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,549.0,742000.0,INR,1.0,1,0,"A plot is available at a prime location in Prithvi Associates Noida Greens. It has an area of 549 sqft and is priced at Rs. 7.42 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,689.0,772000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. It has an area of 689 sqft. The property is available at a price of Rs. 7.72 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,549.0,749000.0,INR,1.0,1,0,"A plot is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 549 sqft and is priced at Rs. 7.49 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,432.0,743000.0,INR,1.0,1,0,"A plot is available at a prime location in Prithvi Associates Noida Greens. It has a salable area of 432 sqft and is available at a price of Rs. 1,719 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,682.0,771000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,678.0,769000.0,INR,1.0,1,0,"A plot property is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 678 sqft. The property is available at a price of Rs. 7.69 lac . Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,676.0,768000.0,INR,1.0,1,0,"A plot is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 676 sqft and is priced at Rs. 7.68 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,645.0,761000.0,INR,1.0,1,0,"It has an area of 645 sqft. The property is available at a price of Rs. 7.61 lac . It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,589.0,752500.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 589 sqft and is available at a price of Rs. 1,277 per sqft. It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,689.0,735000.0,INR,1.0,1,0,"It has an area of 689 sqft and is priced at Rs. 7.35 lac . It is facing northwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,549.0,752000.0,INR,1.0,1,0,"It has an area of 549 sqft and is priced at Rs. 7.52 lac . Its entry is southeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,625.0,832000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula. It has an area of 625 sqft and is priced at Rs. 8.32 lac . It is facing southeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,668.0,1010000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. It has an area of 668 sqft. The property is available at a price of Rs. 10.10 lac . It is facing northwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,713.0,1120000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,623.0,950000.0,INR,1.0,1,0,"A plot is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 623 sqft and is priced at Rs. 9.50 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,427.0,955000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. It has an area of 427 sqft and is priced at Rs. 9.55 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,534.0,780000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula. It has an area of 534 sqft and is priced at Rs. 7.80 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,802.0,1260000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. It has an area of 802 sqft. The property is available at a price of Rs. 12.60 lac . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,713.0,1080000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 713 sqft. The property is available at a price of Rs. 10.80 lac . It is facing northwest direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,508.0,912000.0,INR,1.0,1,0,"It has an area of 508 sqft and is priced at Rs. 9.12 lac . Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,720.0,1090000.0,INR,1.0,1,0,"A plot is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 720 sqft. The property is available at a price of Rs. 10.90 lac . It is northwest facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,534.0,792000.0,INR,1.0,1,0,"A plot is available at a prime location in Prithvi Associates Noida Greens. It has an area of 534 sqft. The property is available at a price of Rs. 7.92 lac . Its entry is northwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,695.0,1029600.0,INR,1.0,1,0,"It has an area of 695 sqft. The property is available at a price of Rs. 10.30 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,850.0,1710000.0,INR,1.0,1,0,"This plot is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. It has an area of 850 sqft. The property is available at a price of Rs. 17.10 lac . It is facing south direction. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,south,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,579.0,858000.0,INR,1.0,1,0,"A plot is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 579 sqft. The property is available at a price of Rs. 8.58 lac . It is southeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
Chhapraula,623.0,910000.0,INR,1.0,1,0,"This plot is situated in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has an area of 623 sqft. The property is available at a price of Rs. 9.10 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,,,,,1.0,,,,,,,
